                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    304,                  1.328,                0.79276,                0.95751,                0.85686,                0.72338,                0.79131,                 0.3879,                  1.705,                0.89403,                 1.1336,              0.0070102,              0.0070102,              0.0070102
                    305,                 1.3289,                0.79799,                0.96077,                 0.8589,                 0.7227,                0.79155,                0.38845,                 1.7068,                0.89489,                 1.1344,              0.0070003,              0.0070003,              0.0070003
                    306,                 1.3284,                0.80244,                0.96324,                0.86038,                0.72155,                0.79128,                0.38875,                 1.7057,                 0.8933,                 1.1346,              0.0069904,              0.0069904,              0.0069904
                    307,                 1.3273,                0.79786,                0.96153,                  0.862,                0.72339,                0.79081,                 0.3883,                 1.7053,                0.89337,                 1.1347,              0.0069805,              0.0069805,              0.0069805
                    308,                 1.3238,                0.79162,                0.95915,                0.85975,                0.72049,                0.78953,                0.38881,                 1.7047,                0.89334,                 1.1349,              0.0069706,              0.0069706,              0.0069706
                    309,                 1.3313,                0.79566,                0.95684,                0.86114,                 0.7214,                0.79088,                0.38945,                 1.7049,                0.89383,                 1.1351,              0.0069607,              0.0069607,              0.0069607
                    310,                 1.3189,                0.79114,                0.96184,                  0.862,                0.72256,                0.79106,                0.38919,                 1.7048,                0.89486,                 1.1353,              0.0069508,              0.0069508,              0.0069508
                    311,                 1.3188,                0.79647,                0.96107,                0.86286,                0.72306,                0.79074,                0.38889,                 1.7045,                0.89293,                 1.1355,              0.0069409,              0.0069409,              0.0069409
                    312,                 1.3236,                0.79351,                0.96085,                0.86347,                0.72153,                0.79061,                0.39006,                 1.7036,                0.89321,                 1.1355,               0.006931,               0.006931,               0.006931
                    313,                 1.3173,                0.77979,                0.95565,                 0.8629,                0.72086,                0.79051,                0.39113,                 1.7043,                0.89311,                  1.136,              0.0069211,              0.0069211,              0.0069211
                    314,                 1.3201,                0.79482,                0.95639,                0.85976,                0.71776,                 0.7877,                0.39025,                 1.7043,                0.89141,                 1.1361,              0.0069112,              0.0069112,              0.0069112
                    315,                 1.3205,                 0.7906,                0.95833,                 0.8594,                 0.7179,                0.78723,                 0.3892,                 1.7034,                0.89096,                 1.1361,              0.0069013,              0.0069013,              0.0069013
                    316,                 1.3088,                0.78272,                0.95577,                0.85764,                0.71786,                0.78592,                0.38928,                 1.7034,                0.89195,                 1.1363,              0.0068914,              0.0068914,              0.0068914
                    317,                 1.3172,                0.78359,                0.95389,                0.85886,                0.71968,                 0.7875,                0.38875,                 1.7026,                 0.8909,                 1.1359,              0.0068815,              0.0068815,              0.0068815
                    318,                 1.3188,                0.79088,                0.95446,                0.85821,                0.71368,                0.78704,                0.38855,                 1.7022,                0.89034,                 1.1358,              0.0068716,              0.0068716,              0.0068716
                    319,                  1.318,                0.78226,                0.95552,                0.85631,                0.71302,                 0.7863,                0.38809,                 1.7025,                 0.8915,                 1.1361,              0.0068617,              0.0068617,              0.0068617
                    320,                 1.3116,                 0.7844,                0.95541,                0.85914,                 0.7162,                0.78663,                0.38895,                 1.7015,                0.89023,                 1.1364,              0.0068518,              0.0068518,              0.0068518
                    321,                 1.3146,                0.78815,                 0.9555,                0.86055,                 0.7164,                0.78843,                0.39093,                  1.701,                0.89057,                 1.1363,              0.0068419,              0.0068419,              0.0068419
                    322,                 1.3147,                0.78669,                0.95694,                 0.8547,                0.71741,                0.78735,                0.39017,                  1.701,                0.88985,                 1.1363,               0.006832,               0.006832,               0.006832
                    323,                 1.3087,                 0.7817,                0.95367,                 0.8574,                0.71636,                0.78772,                0.39028,                 1.7011,                0.88972,                 1.1363,              0.0068221,              0.0068221,              0.0068221
                    324,                 1.3057,                0.78492,                0.95514,                0.85654,                0.71551,                0.78743,                0.39025,                 1.7001,                0.88857,                 1.1365,              0.0068122,              0.0068122,              0.0068122
                    325,                 1.3077,                0.78513,                0.95086,                0.85787,                 0.7162,                0.78921,                0.39157,                 1.6996,                0.88904,                 1.1366,              0.0068023,              0.0068023,              0.0068023
                    326,                 1.3149,                0.78724,                0.95867,                0.85978,                0.71517,                0.78964,                0.39295,                 1.6992,                0.88918,                 1.1363,              0.0067924,              0.0067924,              0.0067924
                    327,                 1.3109,                0.77854,                0.95874,                0.85813,                0.71478,                0.78898,                0.39287,                 1.6993,                0.88928,                 1.1363,              0.0067825,              0.0067825,              0.0067825
                    328,                 1.3032,                0.77663,                0.95507,                0.85698,                0.71618,                0.78887,                0.39267,                  1.699,                0.88813,                 1.1365,              0.0067726,              0.0067726,              0.0067726
                    329,                 1.3036,                0.77645,                0.95353,                0.85673,                0.71745,                0.78877,                0.39278,                 1.6991,                0.88795,                 1.1365,              0.0067627,              0.0067627,              0.0067627
                    330,                  1.301,                0.77711,                0.95478,                0.85467,                0.71553,                0.78643,                0.39231,                 1.6983,                0.88726,                 1.1368,              0.0067528,              0.0067528,              0.0067528
                    331,                 1.3061,                0.78174,                0.95456,                0.85566,                0.71392,                0.78729,                 0.3931,                 1.6983,                0.88726,                 1.1371,              0.0067429,              0.0067429,              0.0067429
                    332,                 1.2948,                0.78078,                0.95068,                 0.8566,                 0.7138,                0.78612,                0.39268,                 1.6975,                0.88636,                 1.1371,               0.006733,               0.006733,               0.006733
                    333,                 1.2999,                0.77953,                0.95365,                0.84859,                0.71639,                0.78666,                0.39341,                 1.6981,                0.88773,                 1.1371,              0.0067231,              0.0067231,              0.0067231
                    334,                 1.2993,                0.77831,                0.95463,                0.84745,                0.71851,                0.78719,                0.39319,                 1.6974,                0.88876,                 1.1372,              0.0067132,              0.0067132,              0.0067132
                    335,                 1.3061,                0.77547,                0.95556,                0.85183,                0.71749,                0.78702,                0.39267,                 1.6966,                0.88847,                  1.137,              0.0067033,              0.0067033,              0.0067033
                    336,                 1.2948,                0.77314,                0.95074,                0.85629,                0.71613,                0.78624,                0.39271,                 1.6967,                0.88839,                 1.1368,              0.0066934,              0.0066934,              0.0066934
                    337,                  1.297,                0.77108,                0.95546,                0.85953,                0.71468,                0.78715,                0.39318,                 1.6972,                0.88736,                 1.1372,              0.0066835,              0.0066835,              0.0066835
                    338,                 1.2975,                0.77332,                0.95385,                 0.8601,                0.71175,                0.78709,                0.39381,                 1.6966,                0.88826,                 1.1374,              0.0066736,              0.0066736,              0.0066736
                    339,                 1.3033,                0.77464,                0.95226,                0.85628,                0.71315,                0.78741,                0.39431,                 1.6952,                 0.8865,                 1.1369,              0.0066637,              0.0066637,              0.0066637
                    340,                 1.2969,                0.76449,                0.95172,                 0.8519,                0.71547,                0.78744,                0.39463,                 1.6952,                0.88684,                 1.1373,              0.0066538,              0.0066538,              0.0066538
                    341,                 1.2891,                0.75893,                0.94997,                0.85005,                0.72185,                0.78886,                0.39343,                 1.6942,                0.88742,                 1.1372,              0.0066439,              0.0066439,              0.0066439
                    342,                 1.2906,                0.76272,                0.95042,                0.85699,                0.71384,                0.78923,                0.39365,                 1.6948,                  0.887,                 1.1375,               0.006634,               0.006634,               0.006634
                    343,                 1.3007,                0.77549,                0.95611,                0.85188,                0.71672,                0.79051,                0.39377,                 1.6931,                0.88551,                 1.1371,              0.0066241,              0.0066241,              0.0066241
                    344,                 1.2908,                0.76818,                0.95005,                0.84254,                0.71925,                0.79015,                0.39411,                 1.6923,                0.88494,                  1.137,              0.0066142,              0.0066142,              0.0066142
                    345,                 1.2896,                 0.7685,                0.95177,                0.83933,                0.72455,                0.79048,                0.39435,                 1.6913,                0.88464,                  1.137,              0.0066043,              0.0066043,              0.0066043
                    346,                  1.289,                0.76245,                0.94824,                0.84046,                 0.7263,                0.79238,                0.39499,                 1.6917,                0.88491,                 1.1371,              0.0065944,              0.0065944,              0.0065944
                    347,                 1.2878,                0.76434,                0.95041,                0.83741,                0.72558,                 0.7911,                0.39521,                 1.6922,                0.88508,                 1.1369,              0.0065845,              0.0065845,              0.0065845
                    348,                 1.2932,                0.76567,                0.95189,                0.84072,                0.72446,                0.79203,                0.39692,                 1.6926,                0.88384,                 1.1377,              0.0065746,              0.0065746,              0.0065746
                    349,                 1.2873,                0.76569,                0.94995,                0.84077,                0.72406,                0.79197,                0.39608,                 1.6908,                 0.8835,                 1.1374,              0.0065647,              0.0065647,              0.0065647
                    350,                 1.2965,                0.76878,                0.95227,                0.84336,                0.72593,                0.79423,                0.39697,                 1.6909,                0.88244,                 1.1378,              0.0065548,              0.0065548,              0.0065548
                    351,                 1.2905,                0.76754,                0.95006,                0.84563,                 0.7237,                0.79223,                0.39583,                 1.6902,                0.88288,                 1.1378,              0.0065449,              0.0065449,              0.0065449
                    352,                 1.2902,                 0.7635,                0.95118,                0.84871,                0.72238,                0.79287,                 0.3963,                 1.6899,                0.88241,                 1.1378,               0.006535,               0.006535,               0.006535
                    353,                 1.2824,                0.75748,                 0.9489,                0.85276,                 0.7181,                0.79204,                0.39669,                 1.6889,                0.88232,                 1.1379,              0.0065251,              0.0065251,              0.0065251
                    354,                 1.2788,                0.75499,                0.94917,                0.85316,                0.71718,                0.79283,                0.39766,                 1.6886,                0.88128,                 1.1381,              0.0065152,              0.0065152,              0.0065152
                    355,                  1.276,                0.76081,                0.94724,                0.85368,                0.71782,                0.79299,                0.39701,                 1.6888,                0.88014,                 1.1386,              0.0065053,              0.0065053,              0.0065053
                    356,                 1.2839,                 0.7588,                0.95023,                0.85379,                0.71583,                0.79338,                0.39684,                 1.6881,                 0.8806,                 1.1381,              0.0064954,              0.0064954,              0.0064954
                    357,                 1.2835,                0.75701,                0.94448,                0.85351,                0.71478,                0.79251,                 0.3979,                 1.6882,                0.88054,                 1.1386,              0.0064855,              0.0064855,              0.0064855
                    358,                 1.2799,                0.76334,                 0.9477,                0.85597,                0.71444,                0.79344,                0.39738,                 1.6883,                0.88004,                 1.1389,              0.0064756,              0.0064756,              0.0064756
                    359,                 1.2815,                0.76102,                0.94684,                0.85586,                0.71387,                0.79262,                0.39707,                 1.6878,                0.88031,                  1.139,              0.0064657,              0.0064657,              0.0064657
                    360,                 1.2758,                0.75474,                0.94695,                 0.8682,                0.71107,                0.79327,                0.39727,                 1.6884,                0.88211,                 1.1389,              0.0064558,              0.0064558,              0.0064558
                    361,                 1.2754,                0.75402,                0.94814,                0.87013,                 0.7097,                0.79289,                0.39704,                 1.6887,                0.88174,                 1.1388,              0.0064459,              0.0064459,              0.0064459
                    362,                 1.2784,                0.75502,                0.94797,                0.86988,                0.71037,                0.79271,                 0.3971,                 1.6878,                0.88082,                 1.1387,               0.006436,               0.006436,               0.006436
                    363,                  1.277,                0.75696,                0.94971,                0.86968,                 0.7104,                0.79182,                0.39735,                 1.6878,                0.88068,                 1.1385,              0.0064261,              0.0064261,              0.0064261
                    364,                 1.2677,                0.75326,                0.94395,                0.86779,                0.70946,                0.79143,                0.39713,                 1.6874,                0.88089,                 1.1385,              0.0064162,              0.0064162,              0.0064162
                    365,                 1.2767,                0.75543,                0.94465,                   0.87,                0.70752,                0.79053,                0.39743,                 1.6869,                0.87966,                 1.1385,              0.0064063,              0.0064063,              0.0064063
                    366,                 1.2746,                0.75319,                0.94767,                0.86939,                0.70825,                0.79037,                0.39731,                 1.6878,                0.88021,                 1.1386,              0.0063964,              0.0063964,              0.0063964
